Dielectric Const (Typical),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,CuO,ZnO,SrO,PbO,Fe2O3,La2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,TeO2,P2O5,V2O5,Nb2O5,WO3
7.8,42.59,5.98,2.92,0,47.76,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
8.6,43.62,13.69,0,0,42.5,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,36.74,7.25,12.38,0,41.62,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,32.21,6.95,4.75,0,56.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,33.47,17.15,6.78,0,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7,94.59,2.17,0,0,0,0,1.01,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,86.54,1.66,0,0,0,0,9.67,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,78.96,0.8,0,0,0,0,16.81,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,85.36,4.82,0,0,0,0,3.07,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8,85.04,13.19,0,0,0,0,1.02,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,82.06,3.03,0,0,0,0,3.11,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,77.38,3.77,0,0,0,0,3.97,0,0,0,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,74.03,8.22,0,0,0,0,2.13,0,0,0,15.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,61.72,10.16,0,0,0,0,15.78,0,0,0,12.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,59.03,3.71,0,0,0,0,7.55,0,0,0,29.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,46.44,5.73,21.51,18.13,7.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0
9.2,46.9,6.59,19.92,17.88,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0
6.2,68.57,4.76,8.57,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,64.76,4.76,10.48,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,64.77,4.76,8.57,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,66.02,2.91,8.74,0,0,22.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,65.38,3.85,8.65,0,0,22.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,59.62,3.85,8.65,0,0,27.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,64.15,5.66,8.49,0,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,63.55,6.54,8.41,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,60,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,57,0,0,3
14,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,55,0,0,5
12,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,50,0,0,10
11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,45,0,0,15
25,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
22.5,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
24.5,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
9.7,71.5,0,1.32,3.2,10.17,0,0,12.87,0.78,0,0,0,0,0.11,0,0,0.05,0,0,0,0,0,0,0,0
9.2,71.54,0,2.73,3.61,12.96,0,0,7.91,0.62,0,0,0,0,0.45,0,0,0.18,0,0,0,0,0,0,0,0
8.9,66.97,0,4.25,3.68,15.46,0,0,7.59,0.85,0,0,0,0,0.81,0,0,0.39,0,0,0,0,0,0,0,0
9,63.9,0,5.09,3.81,19.4,0,0,5.26,0.55,0,0,0,0,1.4,0,0,0.59,0,0,0,0,0,0,0,0
8.85,62.45,0,6.24,4.25,19.27,0,0,4.82,0.81,0,0,0,0,1.43,0,0,0.73,0,0,0,0,0,0,0,0
8.75,57.19,0,7.63,4.5,23.13,0,0,4.29,0.66,0,0,0,0,1.79,0,0,0.81,0,0,0,0,0,0,0,0
13.5,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
14,0,42.5,0,0,0,0,42.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.5
16,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
16.5,0,37.5,0,0,0,0,37.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5
17.5,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15
19.5,0,32.5,0,0,0,0,32.5,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,17.5
8.38,45.4,8.71,2.97,3.01,38.92,0.4,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,28.72,10.62,6.05,3.06,50.56,0.4,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,62.39,0,0,0,37.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,29.17,26.97,3.68,0,40.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,31.31,5.79,19.77,0,43.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.8,50.22,8.67,2.37,0,38.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,39.8,4.29,2.93,2.97,49.04,0.39,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,0,29.83,13.29,8.96,0,4.71,6.05,5.83,2.88,0,5.55,0,0,0,0,0,0,0,0,0,0,22.9,0,0,0
4.5,0,24.22,15.7,10.45,0,3.85,11.28,5.44,0.89,0,10.35,0,0,0,0,0,0,0,0,0,0,17.82,0,0,0
4.5,0,25.83,15.12,6.37,3.05,5.58,8.59,4.14,2.73,0,14.72,0,0,0,0,0,0,0,0,0,0,13.87,0,0,0
4.1,7.03,26.7,14.08,8.38,0,5.51,8.48,5.45,0,0,8.3,0,0,0,0,0,0,0,0,0,0,16.07,0,0,0
4.3,0,25.44,14.07,8.37,0,4.95,16.94,2.72,0.9,0,6.22,0,0,0,0,0,0,0,1.37,0,0,19.02,0,0,0
6.7,32.54,6.38,0.44,60.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,24.66,6.17,0.42,68.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,32.12,7.92,18.93,41.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,39.43,7.65,13.31,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,28.57,7.05,9.62,54.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,38.29,7.26,9.92,44.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,30.99,6.69,4.57,57.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,34.62,7.47,12.75,45.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,25.94,1.3,0.44,72.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3,23.23,11.63,0.4,64.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23.04,0,11.31,28.62,37.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,24.62,0,12.09,6.12,57.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,37.26,0,12.2,6.17,44.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,34.84,0,11.41,28.86,24.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28.66,0,11.73,17.8,41.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,30.4,0,11.2,33.97,24.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,40.81,0,12.03,12.17,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.5,41.3,0,2.7,6.84,49.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22.73,0,12.5,28.23,36.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,33.22,9.56,1.31,0,0,0,0,0,0,0,11.44,0,41.72,0,0,0,1.67,0,1.08,0,0,0,0,0,0
5.5,61.5,24.13,3.3,0,0,0,0,0,0,0,4.13,0,0,0,0,0,4.21,0,2.73,0,0,0,0,0,0
4.4,69.93,23.21,0,0,0,0,0,0,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,80.34,16,0,0,0,0,0,3,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,79.52,16.49,0,0,0,0,0,3,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,77.84,13.44,1.22,0,0,0.81,2.09,4.02,0.33,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
6,80.06,14.17,0.3,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,78.95,16.03,0.3,0,0,0,0,4,0.33,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0
5,79.11,16.41,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.6,14.75,47.72,4.34,0,0,12.64,0,0,0,0.7,0,0,19.85,0,0,0,0,0,0,0,0,0,0,0,0
9.6,14.79,47.86,4.36,0,0,12.89,0,0,0,0.14,0,0,19.96,0,0,0,0,0,0,0,0,0,0,0,0
9.8,12.15,52.44,1.09,0,0,14.43,0,0,0,0.56,0,0,19.33,0,0,0,0,0,0,0,0,0,0,0,0
10.4,24.66,37.64,3.58,0,0,8.92,0,0,0,0.43,0,0,24.77,0,0,0,0,0,0,0,0,0,0,0,0
6.8,24.43,6.11,0.42,69.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,39.21,8.46,23.11,29.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,17.88,7.72,21.08,53.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01,54.23,1.11,12.2,32.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0
5.2,21.59,44.37,4.85,22.99,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,20.12,0,0,54,25.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,23.73,0,0,0,76.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,42.31,0,0,0,57.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,38.86,0,0,28.96,32.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,35.63,0,0,25.23,39.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23.8,0,0,48.94,27.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26.56,0,0,25.07,48.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,28.01,0,0,6.96,65.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,41.47,0,0,7.02,51.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,39.29,0,0,25.3,35.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,5.04,29.94,0,5.08,0,19.99,0,0,0,0,39.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,4.95,30.05,0,0,10.01,14.97,0,0,0,0,40.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,5.02,29.97,0,0,0,10.01,0,0,0,0,45.02,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,4.67,37.16,0,0,0,20.06,0,0,0,0,38.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,5.01,29.99,0,0,0,19.98,0,0,0,0,45.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,4.02,32.05,0,0,0,9.01,0,0,0,0,54.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,2.95,32.95,0,0,0,29.99,0,0,0,0,34.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.9,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,70,0,0,15,0
10.1,0,20,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.6,0,30,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.45,0,60,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.7,10,20,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.7,10,50,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.28,63,0,8,14,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
8.11,61,0,8,14,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
8.55,59,0,8,14,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
9.91,56,0,8,14,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
12.46,54,0,8,14,7,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
12.64,52,0,8,14,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
38,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,40,12.5,0,0,0,0,0,0,12.5,0
17,0,50,0,0,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,0,50,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,50,0,0,0,20,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,55,0,0,0,30,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,45,0,0,0,30,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,40,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,35,0,0,0,30,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,45.61,0,22.76,0,22.81,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,0,0,0,0,0,0
10.8,43.3,5.06,21.62,0,21.65,0,0,0,0,0,0,0,0,0,0,0,8.37,0,0,0,0,0,0,0,0
8.3,47.82,0,23.87,0,23.93,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0
5,0,40.04,0,0,0,0,0,0,10,0,19.96,0,0,0,0,0,0,0,0,0,0,30,0,0,0
5.5,0,29.99,0,0,0,10.03,0,0,4.96,0,25.02,0,0,0,0,0,0,0,0,0,0,30,0,0,0
5.1,0,40.04,0,0,0,0,0,0,4.97,0,24.99,0,0,0,0,0,0,0,0,0,0,30,0,0,0
5.2,0,30.06,0,0,0,0,0,0,10.02,0,29.89,0,0,0,0,0,0,0,0,0,0,30.03,0,0,0
5.2,0,35.04,0,0,0,0,0,0,5,0,29.98,0,0,0,0,0,0,0,0,0,0,29.98,0,0,0
5.2,0,30,0,0,0,0,0,0,5.03,0,34.93,0,0,0,0,0,0,0,0,0,0,30.04,0,0,0
5.3,0,25,0,0,0,0,0,0,4.96,0,40.03,0,0,0,0,0,0,0,0,0,0,30.01,0,0,0
5.1,0,39.94,0,0,0,0,0,0.77,9.46,0,19.91,0,0,0,0,0,0,0,0,0,0,29.92,0,0,0
4,90.57,8.78,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,88.88,10.14,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.95,87.18,11.51,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,90.09,7.95,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6,89.4,7.98,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,87.42,9.62,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,87.08,8.95,0,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,92.3,4.43,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,88.36,8.21,0.79,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,87.86,8.15,1.34,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,87.42,8.08,1.84,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,87.15,8.1,2.09,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.8,86.91,8.02,2.4,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,84.63,11.58,0.61,0,0,0,0,1,0.66,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,86.44,9.77,0.61,0,0,0,0,1,0.66,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,88.27,7.97,0.6,0,0,0,0,0.99,0.65,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,87.84,7.14,1.83,0,0,0,0,1,0.66,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,86.94,8.04,1.83,0,0,0,0,1,0.66,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,86.03,8.95,1.83,0,0,0,0,1,0.66,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3,86.31,8.98,1.84,0,0,0,0,0,1.33,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.2,16.71,53.57,4.43,0,0,13.92,0,0,0,0,0,0,0,0,0,11.15,0,0,0,0.22,0,0,0,0,0
8.9,5.36,64.83,0,0,0,21.57,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0.14,0,0,0,0,0
9.3,13.77,57.62,1.11,0,0,16.52,0,0,0,0,0,0,0,0,0,10.76,0,0,0,0.22,0,0,0,0,0
9.3,19.12,47.28,8.99,0,0,12.38,0,0,0,0,0,0,0,0,0,12.08,0,0,0,0.15,0,0,0,0,0
10.5,11.56,55.08,4.63,0,0,14.31,0,0,0,0,0,0,0,0,0,14.34,0,0,0,0.08,0,0,0,0,0
10.5,17.28,49.31,4.62,0,0,14.36,0,0,0,0,0,0,0,0,0,14.35,0,0,0,0.08,0,0,0,0,0
9.7,17.14,55.13,4.59,0,0,8.63,0,0,0,0,0,0,0,0,0,14.35,0,0,0,0.16,0,0,0,0,0
10.2,17.2,54.76,0,0,0,14.27,0,0,0,0,0,0,0,0,0,13.69,0,0,0,0.08,0,0,0,0,0
9.9,11.44,55.23,4.54,0,0,0,0,0,0,0,0,14.03,0,0,0,14.38,0,0,0,0.38,0,0,0,0,0
10,17.26,49.42,4.51,0,0,0,0,0,0,0,0,14.32,0,0,0,14.34,0,0,0,0.15,0,0,0,0,0
4.1,75,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4.9,72.5,20,2.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4.3,70,22.5,5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
4.7,75,17.5,5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
4.5,70,20,2.5,0,5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
9.7,20.22,42.82,4.01,0,0,12.24,0,0,0,0.42,0,0,20.29,0,0,0,0,0,0,0,0,0,0,0,0
9.9,17.12,41.23,7.85,0,0,8.95,0,0,0,1.29,0,0,23.56,0,0,0,0,0,0,0,0,0,0,0,0
9.1,14.73,48.64,4.09,0,0,0,0,0,0,0.65,0,12.06,19.83,0,0,0,0,0,0,0,0,0,0,0,0
9.8,16.9,42.12,7.75,0,0,11.04,0,0,0,0.71,0,0,21.48,0,0,0,0,0,0,0,0,0,0,0,0
10.5,9.91,47.89,4.09,0,0,12.58,0,0,0,0.45,0,0,25.08,0,0,0,0,0,0,0,0,0,0,0,0
10.4,14.76,43.32,4.06,0,0,12.5,0,0,0,0.45,0,0,24.91,0,0,0,0,0,0,0,0,0,0,0,0
4.9,55.03,17.5,8.14,10.68,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,58.5,18.5,10,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,53.86,23.96,9.5,7.23,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,62.4,13.2,8.6,10.3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,58.96,20.32,8.65,6.54,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,57.2,19.2,8.6,6.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,57,18.3,9.3,8.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,53.88,17.53,8.37,19.72,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,58.5,18.5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,54.4,22,9.6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,62.4,13.2,8.6,15.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,58.2,20,8.6,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,57.4,19.2,8.6,14,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,57,18.3,9.3,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,67.88,0,14.78,17.12,0.07,0,0,0.13,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
5.3,67.83,0,14.42,17.53,0.07,0,0,0.13,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
5.3,67.98,0,13.37,18.42,0.07,0,0,0.13,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
5.4,66.12,0,14.44,19.21,0.07,0,0,0.13,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
5.4,65.64,0,15.48,18.65,0.07,0,0,0.13,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
5.2,70.32,0,13.38,16.1,0.06,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
5.3,65.5,0,13.79,20.51,0.06,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
5.3,67.62,0,12.46,19.69,0.07,0,0,0.13,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
5.2,72.12,0,12.88,14.79,0.06,0,0,0.13,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
5.4,62.04,0,14.06,23.71,0.05,0,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
10,11.96,57.56,4.83,0,0,0,0,0,0,0,0,10.53,0,0,0,14.97,0,0,0,0.15,0,0,0,0,0
9.8,14.92,54.03,6.96,0,0,10.04,0,0,0,0,0,0,0,0,0,13.82,0,0,0,0.23,0,0,0,0,0
9.4,15.01,55.02,5,0,0,11.94,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0.23,0,0,0,0,0
10.5,51.34,16.41,0,0,0,0,0,0,0,0,0,0,32.25,0,0,0,0,0,0,0,0,0,0,0,0
9.25,0,41.96,0,0,0,23.06,0,0,0,0,34.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,10,21.98,0,0,0,20.02,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.75,10.08,29.95,0,0,0,15.01,0,0,0,0,44.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,3.02,35.2,0,0,21.04,0,0,0,0,0,35.68,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0
10.5,12.29,28.8,0,0,15.06,0,0,0,0,0,35.02,0,0,0,0,8.83,0,0,0,0,0,0,0,0,0
7.3,43.63,0,0,25.74,27.27,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,39.83,0,0,19.3,20.28,0,0,0,0,0,20.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,53.3,0,0,23.29,21.66,0,0,0,0,0,0.68,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
7,37.14,0,0,16.46,26.89,0,0,0,0,0,18.53,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0
7.6,41.23,0,0,17.56,25.24,0,0,0,0,0,14.49,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0
6.1,56,2.5,11,20.5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,53.2,2.7,11.7,21.8,5.3,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,50.6,2.8,12.4,23,5.6,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
