Dielectric Const (Typical),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,CuO,ZnO,SrO,PbO,Fe2O3,La2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,TeO2,P2O5,V2O5,Nb2O5,WO3
11.4,55,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
16.7,25,0,0,0,5,20,0,0,0,0,0,10,0,0,0,0,35,0,5,0,0,0,0,0,0
14.1,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,0,7,0,0,0,0,0,0
13.3,40,0,0,9,9,18,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0
4.5,56.82,8.58,0.05,24.61,0,0,0.69,0,8.69,0,0,0,0,0,0,0,0,0,0.01,0,0,0.55,0,0,0
4.5,56.85,8.63,0.05,24.55,0,0,0.69,0,8.67,0,0,0,0,0,0,0,0,0,0.01,0,0,0.55,0,0,0
4.5,56.92,8.66,0.05,24.48,0,0,0.69,0,8.64,0,0,0,0,0,0,0,0,0,0.02,0,0,0.54,0,0,0
5.3,62.19,13.09,11.45,0,11.33,0,1.1,0,0.35,0,0,0,0,0,0,0,0,0,0.03,0,0,0.46,0,0,0
5.3,58.13,9.81,15.24,0,15.14,0,0.79,0,0.25,0,0,0,0,0,0,0,0,0,0.02,0,0,0.62,0,0,0
4.8,56.85,8.6,0.05,24.57,0,0,0.69,0,8.68,0,0,0,0,0,0,0,0,0,0.01,0,0,0.55,0,0,0
4.4,65.12,15.4,0.1,12.85,0,0,1.36,0,4.85,0,0,0,0,0,0,0,0,0,0.03,0,0,0.29,0,0,0
4.5,60.76,11.81,0.08,19.04,0,0,1,0,6.87,0,0,0,0,0,0,0,0,0,0.02,0,0,0.42,0,0,0
4.8,56.49,8.3,0.05,25.09,0,0,0.65,0,8.85,0,0,0,0,0,0,0,0,0,0.01,0,0,0.56,0,0,0
4.6,0,76.7,9.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.25,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,51.99,39.26,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0
4.9,51.87,0.8,14.1,29.38,2.2,0,0,0.48,0.22,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0
9.22,57.3,2.11,11.44,19.89,4.94,0,0,1.19,0.62,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0
6.08,54.74,4.14,7.77,13.51,16.9,0,0,0.82,0.42,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0
5.33,54.72,4.16,7.77,13.49,16.92,0,0,0.82,0.42,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0
6.36,54.68,4.2,7.68,13.34,17.19,0,0,0.82,0.41,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0
6.55,54.65,4.22,7.64,13.3,17.3,0,0,0.8,0.41,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0
6.33,54.68,4.19,7.7,13.39,17.11,0,0,0.82,0.42,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0
3.9,85.28,13.06,0.44,0,0.05,0,0.8,0.1,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.54,60.99,21.72,0.45,0,15.19,0,0.78,0.38,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.86,58.79,20.5,1.28,1.49,12.8,1.85,0.64,0.31,0.41,0,1.81,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
4.24,50.67,19.85,2.19,3.33,14.84,4.11,0.33,0.16,0.21,0,4.02,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0
4.2,48.28,21.42,1.15,1.58,22.88,1.95,0.34,0.16,0.21,0,1.9,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0
4.11,57.58,21.35,1.31,1.59,12.89,1.96,0.6,0.29,0.38,0,1.92,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0
6.4,59.69,2.6,10.64,16.44,5.98,0,0,1.55,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0
5,49.99,0,24.96,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,47.4,0,7.7,0,0,15.4,0,0,0,0,25.7,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0
8.7,44.7,0,8.1,0,0,16.2,0,0,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0
9.6,52.1,0,5.6,0,0,20.5,0,0,0,0,19,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0
8.4,56.8,0,6.2,0,0.8,12.4,0,0,0,0,20.6,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0
8.4,54.16,0,5.82,0,0.83,16.53,0,0,0,0,19.75,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0
8.3,52.1,0,5.6,0,0,15.9,0,0,0,0,19,4.6,0,0,0,0,0,0,2.8,0,0,0,0,0,0
8.3,52.1,0,5.6,0,0,15.9,0,0,0,0,19,0,4.6,0,0,0,0,0,2.8,0,0,0,0,0,0
4.57,81.16,16.66,0.62,0.14,0.04,0,0,0.09,1.27,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
4.63,82.8,15.43,0.6,0.15,0.03,0,0,0.05,0.93,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
4.59,79.48,17.71,0.86,0.29,0.06,0,0,0.12,1.46,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
4.55,85.87,13.72,0.18,0.12,0.02,0,0,0.04,0.04,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
12.2,55.33,2.75,0,0,0,0,0,0,0.68,0,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0
12,54.97,2.18,0,0,0,0,0,0,2.43,0,0,0,40.42,0,0,0,0,0,0,0,0,0,0,0,0
7.25,54.3,2.34,21.71,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.25,50.32,9.4,20.15,20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.25,47.77,14.18,19.11,18.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.31,40.85,4.64,24.07,30.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,54.25,4.8,21.69,18.39,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,54.06,0,21.61,21.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0
7.3,53.11,2.81,21.23,21.25,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,51.68,2.74,20.65,20.67,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,30.12,3.65,26.6,37.51,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25,52.92,4.39,11.39,28.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0
7.4,41.35,1.88,24.36,30.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0
6.2,51.99,4.11,11.11,31.65,0,0.46,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0
6.55,54.8,7.9,10.79,24.58,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,55.1,3.99,8.13,29.06,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,50,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,20,0,0,0.5,0,0,0,0,0
13,40,0,0,0,7.5,15,0,0,0,0,0,7.5,0,0,0,0,22,0,7,1,0,0,0,0,0
14.3,35,0,0,2,7,14,0,0,0,0,0,7,0,0,0,0,28,0,4,3,0,0,0,0,0
12.7,40,0,0,2,6,20,0,0,0,0,0,11,0,0,0,0,15,0,5,1,0,0,0,0,0
13.4,40,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10,15,0,5,5,0,0,0,0,0
12.3,45,0,0,0,5,10,0,0,0,0,0,5,0,0,0,0,18,0,7,10,0,0,0,0,0
12.1,35,14,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0
12.2,35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,14,0,0,0
11.1,55,0,0,0,4,10,0,0,0,0,0,5,0,0,0,0,20,0,5,1,0,0,0,0,0
10.1,58,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,15,0,5,2,0,0,0,0,0
10.5,55,0,0,0,10,10,0,0,0,0,0,10,0,0,0,14,0,0,0,1,0,0,0,0,0
11.3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,0,0,0,0
16.2,25,0,0,0,5,17,0,0,0,0,0,10,0,0,0,0,35,0,5,3,0,0,0,0,0
13.7,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,0,7,1,0,0,0,0,0
13.1,40,0,0,7,9,18,0,0,0,0,0,9,0,0,0,0,15,0,0,2,0,0,0,0,0
12.7,40,0,0,0,10,15,0,0,0,0,0,10,0,0,0,0,10,0,5,10,0,0,0,0,0
16.1,25,0,0,0,0,10,0,0,0,0,0,0,54.7,0,0,0,10,0,0,0.3,0,0,0,0,0
14,40,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,29,0,0,1,0,0,0,0,0
15.2,30,0,0,0,0,5,0,0,0,0,0,5,20,0,0,0,30,0,7,3,0,0,0,0,0
15.1,30,0,0,0,9,20,0,0,0,0,0,10,20,0,0,0,8,0,2,1,0,0,0,0,0
14,35,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,20,0,5,10,0,0,0,0,0
14.1,25,9,0,0,0,15,0,0,0,0,0,5,20,0,0,0,20,0,5,1,0,0,0,0,0
14.1,25,0,0,0,0,15,0,0,0,0,0,5,20,0,0,0,20,0,5,1,0,9,0,0,0
14.9,20,0,0,0,0,0,0,0,0,0,0,0,79.7,0,0,0,0,0,0,0.3,0,0,0,0,0
15.9,20,0,0,0,0,4,0,0,0,0,0,0,60,0,0,0,15,0,0,1,0,0,0,0,0
10,60,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,10,0,0,2,0,0,0,0,0
13.2,45,0,0,0,0,10,0,0,0,0,0,8,15,0,0,0,15,0,5,2,0,0,0,0,0
14.3,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,48,0,5,2,0,0,0,0,0
15.3,29,0,0,0,0,21,0,0,0,0,0,10,30,0,0,0,5,0,0,5,0,0,0,0,0
15,30,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,25,0,5,1,0,0,0,0,0
15.9,37.04,0,0,0,0,11.11,0,0,0,0,0,0,37.04,0,0,0,14.07,0,0,0.74,0,0,0,0,0
5.8,62.9,31.81,0.64,0,0,2.55,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.03,48.88,33.15,2.06,0,7.48,5.47,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.45,68.43,20.12,2.45,0,2.28,0,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,79.91,11.46,1.71,0,4,0,0,1.2,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.35,84.33,4.46,1.22,0,3.3,0,4,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,38.36,1.89,9.69,8.17,22.32,0,0,0,0,0,11.33,0,0,0,0,0,8.24,0,0,0,0,0,0,0,0
6.2,49,8,15,15,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.67,49,9,18,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,53,3,19,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98,49,10,18,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.7,52.36,0,0,0,7.85,15.71,0,0,0,0,0,7.85,0,0,0,0,9.51,0,2.01,0,0,0,0,4.71,0
11.6,51.55,0,0,0,7.73,15.46,0,0,0,0,0,7.73,0,0,0,0,11.91,0,2.53,0,0,0,0,3.09,0
11.5,51.02,0,0,0,7.65,15.31,0,0,0,0,0,7.65,0,0,0,0,13.47,0,2.86,0,0,0,0,2.04,0
11,53.83,0,0,0,9.54,15.89,0,0,0,0,0,6.36,0,0,0,0,9.77,0,2.07,0,0,0,0,2.54,0
10.9,53.83,0,0,0,7.95,15.89,0,0,0,0,0,7.95,0,0,0,0,9.77,0,2.07,0,0,0,0,2.54,0
10.5,56.27,0,0,0,7.67,15.35,0,0,0,0,0,7.67,0,0,0,0,8.9,0,1.84,0,0,0,0,2.3,0
11.9,50.03,0,0,0,7.5,15.01,0,0,0,0,0,7.5,0,0,0,0,14.86,0,3.15,0,0,0,0,1.95,0
12.3,0,0,0,49,7.3,14.6,0,0,0,0,0,7.3,0,0,0,0,14.5,0,3.4,0,0,0,0,3.9,0
11.5,52.91,0,0,0,7.3,14.5,0,0,0,0,0,7.3,0,0,0,0,12.17,0,2.65,0,0,0,0,3.17,0
11.1,51.55,0,0,0,7.11,14.12,0,0,0,0,2.58,7.11,0,0,0,0,11.86,0,2.58,0,0,0,0,3.09,0
11.1,51.55,0,0,0,7.01,13.81,1.03,1.03,1.03,0,0,7.01,0,0,0,0,11.86,0,2.58,0,0,0,0,3.09,0
11.7,52.91,0,0,0,7.94,15.87,0,0,0,0,0,7.94,0,0,0,0,7.83,0,1.69,0,0,0,0,5.82,0
14.1,40,0,0,0,9,15,0,0,0,0,0,6,0,0,0,0,17.33,0,3.67,0,0,0,0,9,0
5.53,0,33.3,0,33.35,0,0,0,0,0,0,33.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.84,24.99,50,0,0,0,0,0,0,0,0,25.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21,22.17,55.6,0,0,0,0,0,0,0,0,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,56.56,0,1.29,0,9.25,15.42,0,0,0,0,0,6.17,0,0,0,0,8.02,0,1.75,0,0,0,0,1.54,0
11.1,52.22,0,1.31,0,7.83,15.67,0,0,0,0,0,7.83,0,0,0,0,9.92,0,2.09,0,0,0,0,3.13,0
11,52.36,0,1.57,0,9.42,15.71,0,0,0,0,0,6.28,0,0,0,0,9.53,0,1.99,0,0,0,0,3.14,0
11,52.36,0,1.57,0,7.12,14.03,0,0,0,0,0,7.12,0,0,0,0,12.04,0,2.62,0,0,0,0,3.14,0
3.9,0,99.64,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09,39.95,17.24,0,0,42.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.38,29.75,17.12,0,0,53.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21,27.96,31.56,0,0,40.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21,28.26,31.91,0,0,39.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.76,35.2,21.7,0,0,43.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.29,37.58,19.46,0,0,42.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.44,43.17,8.47,0,0,48.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.6,41.13,12.81,0,0,46.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.6,0,60,10,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,42,0,0,0,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.6,51.5,0,0,0,22.4,0,0,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,40.93,0,0,0,18.54,2.8,0,0,0,0,36.34,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0
8.8,42.13,0,0,0,26.6,2.71,0,0,0,0,27.22,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0
8.6,40.59,0,0,0,22.13,2.69,0,0,0,0,30.96,0,0,0,0,0,0,0,3.63,0,0,0,0,0,0
8.8,41.34,0,0.25,0,22.53,2.74,0,0,0,0,31.54,0,0,0,0,0,0,0,1.36,0,0,0.24,0,0,0
8,40.73,0,0.97,0,22.2,2.7,0,0,0,0,31.08,0,0,0,0,0,0,0,1.34,0,0,0.98,0,0,0
7.9,40,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,40,0,0,0,0,0,0,0,0,0,32,26,0,0,0,0,0,0,2,0,0,0,0,0,0
10.3,42.12,0,13.18,0,0,0,0,0,0,0,31.52,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0
11,53.98,0,0,0,9.56,15.63,0,0,0,0,0,6.38,0,0,0,0,9.8,0,2.08,0,0,0,0,2.57,0
11.9,50,0,0,0,7.5,15,0,0,0,0,0,7.5,0,0,0,0,14.85,0,3.15,0,0,0,0,2,0
12.3,49,0,0,0,7.3,14.6,0,0,0,0,0,7.3,0,0,0,0,14.49,0,3.4,0,0,0,0,3.91,0
11.5,51.55,0,0,0,7.11,14.12,0,0,0,0,0,7.11,0,0,0,0,11.86,0,2.58,2.58,0,0,0,3.09,0
11.1,52.22,0,1.31,0,7.83,15.67,0,0,0,0,7.83,0,0,0,0,0,9.92,0,2.09,0,0,0,0,3.13,0
12.3,3.19,16.55,0,0,0,0,0,0,0,0,6.61,0,67.75,1.79,0,4.11,0,0,0,0,0,0,0,0,0
4.09,90.37,4.71,0.12,0,0.02,0,0.32,0.04,0.11,0,0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0
4.12,88.25,7.08,0.17,0,0.03,0,0.47,0.05,0.17,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0
9.42,46.84,0,1.39,0,24.88,1.89,0,0,0,0,22.35,1.31,0,0,0,0,0,0,1.18,0,0,0.16,0,0,0
6.5,34.11,14.21,24.26,19.28,0,1.84,1.65,0.68,0.52,0,1.73,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0
13.5,3.94,15.17,1,0,0,0,0,0,0,0,14.88,0,59.43,0,0,5.58,0,0,0,0,0,0,0,0,0
5.2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0
5,0,0,1.25,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.25,0,0,0
4.8,0,0,6.25,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,0,0
4.9,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0
5,0,0,18.75,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75,0,0,0
5.2,0,0,18.75,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,68.75,0,0,0
5.2,0,0,12.5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0
5.3,0,0,6.25,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,56.25,0,0,0
5.2,0,0,18.75,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75,0,0,0
5.5,0,0,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0
5.5,0,0,6.25,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,0,0
4.96,78.27,18.32,0.71,0,0,0,1.55,0.41,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.15,54,0.5,15.1,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4.06,70,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
4.26,70,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
4.36,60,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
4.16,60,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
4.01,60,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
4.07,50,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
3.76,50,7.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
4.13,40,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
3.96,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
4.51,32,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
3.88,44.7,14.8,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.65,0,0,0
4.22,66,5.6,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
3.92,30,17.5,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
4.09,35,12.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
9.97,62,3,8,3,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,40.13,12.67,0,0,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.4,0,71.4,0,14.3,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,0,71.4,0,0,14.3,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9,0,71.4,0,0,0,0,0,0,14.3,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,71.4,0,0,0,14.3,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.05,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
11.2,0,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
10.6,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
9.6,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
9,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
8.2,0,50,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
7.6,0,60,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
7.1,0,70,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
9.1,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
8.4,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
7.7,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
6.8,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
6.4,0,40,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
6,0,50,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
5.8,0,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
5.7,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
5.6,0,80,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
10.6,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
10,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
9.7,0,5.56,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,72.22,0,0,0,0,0,0,0
9.2,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
8.5,0,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
8.1,0,40,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
7.9,0,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
7.6,0,60,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
7.2,0,70,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
14.8,0,5,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
12.9,0,10,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
12.3,0,15,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
12,0,20,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
11.3,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
11,0,40,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
10.8,0,50,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
9.6,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
9,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
8.3,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
8,0,30,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
7.7,0,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
7.5,0,50,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
7.8,0,60,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
7,0,70,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
14.75,0,42.59,3.91,0,0,0,0,0,0,0,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,0
6.52,0,48,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.87,0,38.56,21.18,40.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.37,0,49,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.72,0,38.2,15.8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.33,0,51.9,10.5,0,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
