Expansion Coeff (Typical) ( 10-7/K ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Rb2O,Ag2O,Cs2O,Tl2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,Ga2O3,As2O3,Y2O3,In2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,V2O5,Nb2O5,Ta2O5,MoO3,WO3
29,0,39.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0
42,71.64,0,13.86,1.59,0,0,8.6,0.52,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0,0,1.04,0,0,0,0,0,0,0,0,0
33,68.49,0,11.82,1.63,0,0.43,7.9,0,3.48,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0.8,0,0,0,0,0,0,0,0,0
24,71.63,0,11.7,1.61,0,0.21,7.81,0,2.34,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,2.43,0,0,0.95,0,0,0,0,0,0,0,0,0
25,71.97,0,11.76,1.63,0,0.3,6.58,0,2.37,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.46,0,0,0.96,0,0,0,0,0,0,0,0,0
22,68.76,0,12.22,2.4,0.58,0.29,8.64,0,2.33,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,2.42,0,0,0.42,0,0,0,0,0,0,0,0,0
6,67.17,0,10.68,0.79,1.14,0.42,11.79,0.52,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,1.04,0,0.43,0,0,0,0,0,0,0
22,71.39,0,11.64,0,0,0,9.71,0,2.74,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,1.05,0,0.26,0,0,0,0,0,0,0
27,69.98,0,12.93,1.63,0,0.43,7.9,0,1.67,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,2.87,0,0,0.8,0,0,0,0,0,0,0,0,0
10,65.86,0,13.36,0,0,0,12.16,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0.79,0,0.17,0,0,0,0,0,0,0
26,71.94,0,11.62,0.82,0,0.34,6.61,0,3.28,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0.8,0,0.17,0,0,0,0,0,0,0
30,72.59,0,11.34,0,0,0.22,6.64,0.53,4.21,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,2.48,0,0,0.91,0,0,0,0,0,0,0,0,0
45.5,70.15,16.95,5.53,0,0,1.03,1.1,2.33,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0
54.4,69.86,15.7,2.02,0,0,0,6.48,0.2,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
49.7,70,17.85,2.15,0,0,0,2.22,0.43,5.78,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
82,60,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
94,60,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
99,60,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
86,60,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
89,60,0,10,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
90,60,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
91,60,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
87,60,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
82,60,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
106.7,57.4,0,11.4,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.4,61,0,15,0,0,0,0,9.5,9.5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.1,61.7,0,5.6,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.8,62,0,10,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.9,63.3,0,6.5,0,0,0,0,9.3,9.2,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.1,65.2,0,5,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,9.13,40.3,7.18,0,0,13.13,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,25.68,0,0,0,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0
74,15.81,38.97,7.26,0,0,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,1.95,0,0
82,10.05,41.1,7.1,0,0,13.39,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,24.88,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0
77,9.92,41.96,7.02,0,0,14.15,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,23.51,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0
86,10.16,42.08,4.19,0,0,14.33,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,23.79,0,0,0,0,0,0,0,0,1.12,0,0,3.06,0,0,0.5,0,0,0,0,0,0,0,0,0
85,19.95,31.51,4.7,0,0,14.07,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,24.97,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
76,15.03,37.93,6.9,0,0,13.39,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,21.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0
82,10.03,40.2,8.87,0,0,12.58,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,24.85,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0
79,15.08,37.02,7.04,0,0,11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.88,0,0,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0
77,14.92,37.12,6.97,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.01,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0
82,74.15,10.23,0,0,0.23,0.56,0,9.75,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
81,74.09,10.23,0,0,0.23,0.56,0,9.74,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
82,74.03,10.22,0,0,0.23,0.56,0,9.73,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0
82,73.97,10.2,0,0,0.23,0.56,0,9.73,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0
81,73.85,10.19,0,0,0.23,0.56,0,9.71,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0
81,73.74,10.17,0,0,0.23,0.56,0,9.69,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0
81,73.61,10.16,0,0,0.23,0.56,0,9.68,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
81,73.42,10.14,0,0,0.23,0.56,0,9.66,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0
140,52.55,9.96,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,51.33,10.02,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,34.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,50.41,9.96,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,33.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,49.47,10,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,58.53,4.34,9.37,13.04,0,0,6.88,3.7,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.26,0,0,2.35,0,0,0.25,0,0,0,0,0,0,0,0,0
64,61.34,4.47,4.46,6.79,4.88,0,7.08,3.81,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.27,0,0,2.8,0,0,2.78,0,0,0,0,0,0,0,0,0
74,56.81,0,7.89,6.86,7.23,0,8.81,4.67,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.97,0,0,2.82,0,0,2.3,0,0,0,0,0,0,0,0,0
72,56.93,3.4,6.33,6.51,6.82,0,8.35,4.44,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.9,0,0,2.64,0,0,2.18,0,0,0,0,0,0,0,0,0
66,65.86,2.96,2.87,5.57,5.76,0,7.1,3.72,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.78,0,0,2.26,0,0,1.82,0,0,0,0,0,0,0,0,0
67,63.05,3.76,3.7,3.65,3.76,0,9.19,4.84,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1,0,0,2.96,0,0,2.39,0,0,0,0,0,0,0,0,0
71,62.88,3.79,3.72,0,7.57,0,9.05,4.89,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1.01,0,0,2.98,0,0,2.4,0,0,0,0,0,0,0,0,0
66,62.4,3.77,4.91,7.15,0,0,9,4.84,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1,0,0,2.9,0,0,2.38,0,0,0,0,0,0,0,0,0
66,68.12,4.12,4.03,0,0,0,9.82,5.26,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1.08,0,0,3.18,0,0,2.59,0,0,0,0,0,0,0,0,0
69,60.89,3.65,3.58,3.73,3.83,0,8.95,4.73,1.6,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.07,1.38,0,0,2.86,0,0,2.33,0,0,0,0,0,0,0,0,0
39.7,46.41,11.02,21.89,12.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,46.39,8.01,13.37,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,60,20,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,62.5,15,10,2.5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,65,10,12.5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,65,15,12.5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,65,15,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,65.53,0,5.54,4.38,3.15,3.91,1.18,2.85,5.99,0,0,0,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,2.86,0,0,0,0,0,0,0,0,0
140,54.04,0,0,0,0,37.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,62.85,0,0,0,0,22.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,72.22,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,66.66,0,0,0,0,21.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,61.66,0,0,0,0,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,61.66,0,0,0,0,31.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,74.4,0,2.28,1.15,0,0.95,17.88,0,1.23,0,0,0,0,0,0,0,0,0,0.36,0.28,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.61,0,0,0,0.82,0,0,0,0,0
84.1,47.24,0,0,0,4.34,2.65,0,11.77,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,23.34,0,0,0,0,0,0,0,0,4.57,0,0,1.75
120,49.25,0,1.4,0,10.63,2.61,10.93,16.05,5.12,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,52.1,0,0,0,0,7.52,14.93,10.32,5.71,0,0,0,0,0,0,0,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,52.4,0,0,0,0,10.1,12.4,8.6,4.8,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,74.58,0,14,0.8,0,0,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.59,0,0,0,0,0
87,65.28,0,10.88,4.18,6.13,0,0,10.36,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,66.01,0,10.93,0,9.35,0,0,10.58,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,66.63,0,10.95,0,8.19,0,0,11.02,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,67.3,0,10.96,0,7.04,0,0,11.35,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,68.68,0,10.47,0,6.77,0,0,10.88,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,69.99,0,10.04,0,6.51,0,0,10.41,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,69.81,0,9.97,0,6.62,0,0,10.83,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,69.3,0,10.53,0,5.84,0,0,11.41,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,66.32,0,10.93,0,8.76,0,0,10.79,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,66.15,0,10.9,0,8.74,0,0,11.5,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7.84,32.13,0,11.69,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0.12,15.9,0,0,13.26,0,0,4.78,0,0,0,0,0,4.43,0,0,0
100.5,33.33,4.76,0,42.86,14.29,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,36.36,0,9.09,45.46,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,50,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.7,33.34,9.52,0,23.81,0,28.57,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.1,73.86,9.98,7.98,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.3,73.85,9.98,7.98,2,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,57.66,4.43,9.56,13.3,0,0,7.03,3.79,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.27,0,0,2.4,0,0,0.25,0,0,0,0,0,0,0,0,0
66,63.13,3.83,3.72,7.23,0,0,9.12,4.91,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1.01,0,0,2.94,0,0,2.42,0,0,0,0,0,0,0,0,0
108.5,50.6,0,22.2,0,0,0,0,9.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1,0,0,0,0,0,0,0,0,0
103,47.35,0,23.68,3,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,1,0,0,0,0,0,0,0,0,0
101,44.1,0,25.3,6,0,0,0,8.4,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1,0,0,0,0,0,0,0,0,0
106,47.35,0,23.68,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,1,0,0,0,0,0,0,0,0,0
101,44.1,0,25.3,0,0,0,0,8.4,8.4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1,0,0,0,0,0,0,0,0,0
105,44.06,0,25.27,5.99,0,0,0,4.2,12.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,1,0,0,0,0,0,0,0,0,0
112,50.1,0.7,22,0,0,0,0,9.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1,0,0,0,0,0,0,0,0,0
108,47.4,0,23.7,0,0,0,0,4.5,13.6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,1,0,0,0,0,0,0,0,0,0
107,44.66,0,25.07,5.09,0,0,0,4.5,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0.9,0,0,0,0,0,0,0,0,0
113,44.71,0,24.55,3.99,0,0,0,4.79,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,1,0,0,0,0,0,0,0,0,0
37.6,64.08,3.56,10.58,15.38,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0
37.2,63.68,4.5,11,13.99,6.25,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
37.8,63.66,2.65,11.12,16.81,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0
37.5,63.59,4.49,10.98,13.96,6.25,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
36.7,65.39,5.38,9.73,12.54,6.23,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
32.8,68.45,4.51,10.1,13.24,2.24,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0
34.8,64.27,5.82,10.02,13.91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0
37.5,67.11,2.21,9.92,13,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.1,69.11,18.36,6.89,0,0,0,4.28,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6,73.28,13.36,6.51,0,0,0,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,73.35,13.38,5.91,0,0,0,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
79.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
