Liquidus Temperature ( C ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Gd2O3,Bi2O3,TiO2,ZrO2,CeO2,SnO2,P2O5,Nb2O5,Ta2O5
1043,0,12,0,20,14,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,0,0
1015,0,15,0,20,14,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,0,0
987,0,20,0,20,14,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0
1375,73.45,3.79,10.55,5.73,0,1.08,0,0,0,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1375,73.96,3.82,10.62,3.3,1.18,0.87,0,0,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1415,73.31,1.91,12.07,5.78,0,1.08,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1440,73.84,0,12.27,3.34,1.2,0.88,0,0,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1275,71.23,7.49,8.95,4.85,3.49,1.06,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1276,62.83,0,10.82,16.91,7.05,0,0,0.02,0.06,0,0,0,0.12,0,1.65,0,0,0,0,0.54,0,0,0,0,0,0
1272,66.54,0,8.39,0.26,22.47,0,0,0.01,0.05,0,0,0,0.09,0,1.75,0,0,0,0,0.44,0,0,0,0,0,0
1050,62.1,0,9,5.6,7,0,0,14.4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,59.46,0,11.01,6.01,7.31,0,0,14.41,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,67,0,7.1,6.4,4,0,0,13.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,64.43,0,9.09,6.49,4,0,0,14.09,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,62.64,2.08,14.71,2.6,0,0,0,14.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0
1130,58.36,0,15.46,2.99,0.06,0,0,16.05,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0.1,4.99,0,0
1090,64.1,3.9,12.7,2.4,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.1,0,0,0
1055,70.8,0,3.99,0,0,0,22.74,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0
1030,70.97,0,4.03,0,0,0,22.7,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0
1195,74.79,0,3.48,0,0,0,19.76,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0
1020,68.2,3.79,3.85,0,0,0,21.96,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
1010,65.06,4.15,4.25,0,0,0,24.19,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0
1040,69.51,3.86,4.71,0,0,0,19.69,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0
1040,63.41,4.04,4.24,0,0,0,23.52,1.54,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0.71,0,0
1040,70.97,0,3.99,0,0,0,22.76,0.9,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0
1192,61.6,0,9.31,13.82,12.44,0,1.02,0.21,0.4,0,0.77,0,0.16,0,0,0,0,0,0,0.27,0,0,0,0,0,0
1172,62.03,0,9.59,13.57,12.42,0,1.12,0.24,0.35,0,0.29,0,0.16,0,0,0,0,0,0,0.23,0,0,0,0,0,0
1190,61.51,0,9.37,13.71,12.04,0,1.13,0.24,0.35,0,1.18,0,0.16,0,0,0,0,0,0,0.31,0,0,0,0,0,0
1196,61.23,0,9.58,12.89,12.68,0,1.03,0.22,0.37,0,1.61,0,0.16,0,0,0,0,0,0,0.23,0,0,0,0,0,0
1193,62.21,0,9.13,13.87,12.68,0,1.02,0.23,0.35,0,0.12,0,0.16,0,0,0,0,0,0,0.23,0,0,0,0,0,0
1193,61.29,0,9.36,13.9,11.64,0,0.99,0.4,0.26,0,1.54,0,0.16,0,0,0,0,0,0,0.46,0,0,0,0,0,0
1191,61.59,0,9.23,14.4,11.98,0,0.94,0.25,0.3,0,0.77,0,0.16,0,0,0,0,0,0,0.38,0,0,0,0,0,0
1194,60.77,0,10.25,13.8,12.28,0,1.13,0.4,0.28,0,0.62,0,0.16,0,0,0,0,0,0,0.31,0,0,0,0,0,0
1260,54.57,0,14.38,6.01,0,0,0,10.99,1.91,8.76,0,0,0,0,0,0,0,0,0,1.6,1.29,0,0,0.49,0,0
1280,53.91,0,14.64,3.49,0,0,0,11,1.94,11.31,0,0,0,0,0,0,0,0,0,1.9,1.31,0,0,0.5,0,0
1290,54.32,0,14.94,0,0,0,0,10.99,2.66,14.82,0,0,0,0,0,0,0,0,0,0,1.52,0,0.24,0.51,0,0
1280,55.05,0,14.21,5.94,0,0,0,10.93,1.84,8.65,0,0,0,0,0,0,0.52,0,0,1.58,1.28,0,0,0,0,0
1290,64.79,0,9.01,3.3,0,0,0,11.6,1.73,6.79,0,0,0,0,0,0,0,0,0,1.54,1.24,0,0,0,0,0
1270,57.95,0,11.27,12.44,0.97,0,0,11.96,1.63,0,0,0,0,0,0,0.02,0,0,0,3.76,0,0,0,0,0,0
1030,66.71,6.75,11.88,1.57,0,0,4.42,6.79,0.48,0,0,0,0.52,0,0,0,0,0,0,0.88,0,0,0,0,0,0
1065,63.98,5.35,13.45,1.52,0.03,0,0,13.79,0.02,0,0,0,0.55,0,0,0,0,0,0,1.25,0.02,0,0.04,0,0,0
875,0,75,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,0,73,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,0,66.7,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,0,63.6,0,0,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,68,1.7,12.2,11,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,67.8,2.3,13.5,8,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,66.8,2.9,12.5,10,1.3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,66.9,2.9,12.5,10,1.3,3.2,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,66.7,0.8,13,12,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,65.7,3,12.5,12,3.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,66.5,3.3,13,9,1.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,64.4,3.1,13,11.5,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,65,3.5,13,8,6,3,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,66.8,4,13.2,7.2,5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,66,3.6,13.2,10,5,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,68.75,5.7,12.74,2.48,8.2,0.82,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1163,68.97,6.22,12.42,1.82,8.32,0.87,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1201,70.45,4.78,12.53,1.65,8.3,0.87,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1195,69.79,5.72,11.71,0.82,9.47,0.48,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
981,68,3.4,11.5,1.6,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
944,66,5.7,11.5,1.6,0,0,0,14.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1053,63.73,0.47,12.41,4.86,1.16,0,0,15.69,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
971,70.97,3.68,8.16,4.61,0,0,0,10.33,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0
1036,66.34,1.88,12.78,3.25,0,0,0,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
1012,66.52,0.37,11.39,4.83,0,0,0,15.29,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
1029,65.62,0.94,13.53,3.26,0,0,0,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
970,0.62,10.29,0,0,0,0,0.34,27.95,6.52,0,0,0,0,0,0,0,0,0,0,12.11,0,0,0,20.5,21.67,0
970,2.09,8.25,0,0,0,0,0,30.72,5.07,0,0,0,0,0,0,0,0,0,0,11.93,0,0,0,20.38,21.56,0
940,1.25,10.96,0,0,0,0,0,28.34,6.4,0,0,0,0,0,0,0,0,0,0,10.98,0,0,0,20.12,21.95,0
960,2.02,8.05,0,0,0,0,0,34.62,1.36,0,0,0,0,0,0,0,0,0,0,12.6,0,0,0,20.67,20.68,0
1000,0,3.72,0,0,0,0,0,26.01,7.45,0,0,0,0,0,0,0.03,0,0,0,13.02,0,0,0,26.02,23.75,0
940,0,13.06,0,0,0,0,0,25.66,7.6,0,0,0,0,0,0,0.03,0,0,0,13.07,0,0,0,19.59,20.99,0
940,4.08,10.76,0,0,0,0,0,25.09,7.17,0,0,0,0,0,0,0.03,0,0,0,12.55,0,0,0,19.71,20.61,0
1071,58,0,9.7,10.4,0.4,0,0,20.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,60,0,11.5,8.2,0.3,0,0,18.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,60.5,0,9.1,8.5,0.4,0,0,21.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,61,0,8.5,8.9,0.4,0,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,62,0,10.5,7.5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,57,0,11,9.6,0.4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,58,0,9.7,10.4,0.4,0,0,20.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
1031,59,0,10,9.6,0.4,0,0,20.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,60.5,0,9,9.7,0.8,0,0,18.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,60,0,7.8,10.8,0.4,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,61.68,0,12.33,17.89,7.96,0,0,0.1,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,67.76,0,4.88,4.98,8.95,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,68.75,0,4.88,8.62,4.31,0,1.01,11.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,67.87,1.12,5.46,4.83,8.93,0,1.15,10.11,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,67.76,0,4.88,8.98,4.95,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,64.87,0,6.58,4.88,11.87,0,2.15,9.12,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,64.88,0,6.58,4.73,13.03,0,3.03,7.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,66.87,0,6.58,4.53,11.22,0,1.05,9.26,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,64.89,0,6.58,4.23,13.02,0,1.03,9.26,0.49,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,64.87,0,6.58,4.23,13.51,0,1.05,9.26,0.49,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,66.76,0,4.88,5.27,9.46,0,0,12.99,0.44,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
1285,60.02,0,13.36,15.43,11.09,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,57.9,0,11.97,18.17,11.86,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,66.19,9.04,10.41,6.37,0,0,0,0,0.17,0,7.7,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1132,64.4,9.04,12.27,6.28,0,0,0,0,0.17,0,7.72,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1143,65.76,7.2,12.47,6.37,1.57,0,0,0,0.17,0,6.34,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1146,64.32,9.07,12.25,6.29,6.84,0,0,0,0.17,0,0.94,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1143,64.39,9.11,12.25,6.37,1.57,0,0,0,0,0,6.19,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1126,64.93,8.24,12.38,6.36,1.81,0,0,0,0.17,0,5.99,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1099,64.34,9.03,12.2,6.37,1.57,0,0,0,0.17,0,6.2,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1116,65.01,8.2,12.37,6.32,2.75,0,0,0,0.17,0,5.06,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1107,63.99,9.06,12.17,6.22,1.57,0,0,0,0.72,0,6.15,0,0.03,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1135,59.9,7.5,8.4,2,20.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1080,61.56,5,8.6,4.95,9.89,4.95,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1100,67.63,6.4,8.6,2,1.3,2,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0
1280,13.71,8.36,0,0,0,0,0,0,0,2.3,0,0,0,0,0.33,0,18.22,2.92,0,42.55,7.63,0,0,0,3.98,0
1260,13.29,13.16,0,0,0,0,0,0,0,2.45,0,0,0,0,0.35,0,18.71,2.71,0,36.57,7.79,0,0,0,4.97,0
1250,17.87,7.84,0,0,0,0,0,0,0,2.15,0,0,0,0,0.36,0,15.84,2.62,0,42.44,7.16,0,0,0,3.72,0
1250,13.2,13.06,0,0,0,0,2.79,0,0,2.44,0,0,0,0,0.35,0,20.4,2.96,0,32.13,7.74,0,0,0,4.93,0
1230,13.98,13.84,0,0,0,0,0,0,0,2.58,0,0,0,0,0.37,0,18.65,3.13,0,34.04,8.2,0,0,0,5.21,0
1240,13.2,13.06,0,2.79,0,0,0,0,0,2.44,0,0,0,0,0.35,0,20.4,2.96,0,32.14,7.73,0,0,0,4.93,0
1240,13.98,13.83,0,0,0,0,0,0,0,2.58,0,0,0,0,0.37,0,21.6,3.14,0,34.03,5.25,0,0,0,5.22,0
940,71.43,1.5,2.49,4.98,4.99,0,0,0,12.02,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
950,77.14,0.4,4.17,1.36,1.11,0,0,0,14.98,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1080,66.83,0.4,2.35,12.9,2.4,0,0,0,13.58,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1010,70.62,3,5.34,0,5.01,0,0,0,16.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,73.22,2.84,4.58,1.24,4.81,0,0,0,13.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1000,73.1,1.34,3,5.69,5,0,0,0,10.15,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1370,72.74,0,12.56,1.95,0,4.54,3.49,0.18,0.13,1.28,0,0,0,0,0,0,0,0,0,2.09,0.9,0,0.14,0,0,0
1410,71.39,0,14.22,9.39,1.98,0.85,0,0.63,0.21,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1380,72.69,0,12.55,1.94,0,0.33,3.42,0.16,0.11,1.34,6.44,0,0,0,0,0,0,0,0,0,0.88,0,0.14,0,0,0
1330,72.72,0,12.55,1.9,0,3.49,3.49,0.22,0.15,1.28,3.16,0,0,0,0,0,0,0,0,0,0.9,0,0.14,0,0,0
1360,68.1,0,8.96,8.27,14.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.12,0,0,0
1350,72.73,0,12.54,1.94,4.88,0.34,3.27,0.21,0.14,1.28,0,0,0,0,0,0,0,0,0,2.12,0.42,0,0.13,0,0,0
1310,72.58,0,12.53,4.85,0,0.34,3.27,1.37,1.11,1.28,0,0,0,0,0,0,0,0,0,2.12,0.42,0,0.13,0,0,0
1280,68.12,0,8.96,12.63,5.82,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1300,69.35,0,9.13,14.1,3.46,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0
1285,67.9,0,13.5,9,7.1,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,67.62,6.61,11.87,2.57,6.86,0.04,0,0,0,0,4.32,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1190,71.82,1.64,12.42,4.01,5.16,3.6,0,0,0,0,1.22,0,0.01,0,0,0,0,0,0,0,0.01,0,0.11,0,0,0
1165,70.03,3.65,12.01,3.98,5.49,3.13,0,0,0,0,1.59,0,0.01,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0
1155,70.43,3.27,11.57,4.14,5.51,3.7,0,0,0,0,1.27,0,0.01,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0
1160,69.31,2.2,11.6,5.78,6.19,3.54,0,0,0,0,1.27,0,0.01,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0
1290,66.93,0.94,13.13,9.28,5.26,0,0,0,0,0,4.37,0,0.02,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1255,68.37,0.35,7.88,15.06,5.8,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,67.87,0.61,7.75,14.62,7.8,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,68.58,0.8,7.97,14.21,5.82,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,68.61,0.97,7.92,14.06,5.82,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,68.69,1.15,7.87,13.78,5.83,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,70.61,0,7.54,13.73,5.27,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,72.27,0.9,7.72,9.06,6.52,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,63.16,0,10.88,16.56,5.54,0,2,0.04,0.07,0,0,0,0.1,0,1.21,0,0,0,0,0.44,0,0,0,0,0,0
1240,64.21,0,11.27,15.83,5.15,0,1.66,0.04,0.07,0,0,0,0.11,0,0,0,1.18,0,0,0.48,0,0,0,0,0,0
1158,61.99,0,9,12.01,11.4,0,1,0,0,0,0,0,0.1,0,0,0,4.5,0,0,0,0,0,0,0,0,0
1254,68.41,0,10.41,15.93,0.12,0,4.15,0.07,0.07,0,0,0,0.08,0,0,0,0.46,0,0,0.3,0,0,0,0,0,0
1254,67.42,0,10.21,16.13,0.12,0,4.55,0.08,0.07,0,0,0,0.07,0,1.09,0,0,0,0,0.26,0,0,0,0,0,0
850,0,33,1,0,0,7,0,0,0,42,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
1150,4.84,53.34,0,0,0,0,0,0,0,5.45,0,0,0,0,6.01,0,19.99,0,0,0,8.55,0,0,0,1.82,0
1150,8.27,50.75,0,0,0,0,0,0,0,4.46,0,0,0,0,5.83,0,19.21,0,0,1.85,8.72,0,0,0,0.91,0
1175,20.07,42.38,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,23.38,0,0,0,8.52,0,0,0,2.13,0
1250,19.56,35.83,0,0,0,0,0,0,0,3.35,0,0,0,0,12.76,0,18.83,0,0,0,8.38,0,0,0,1.29,0
1230,20.04,38.56,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,19.68,0,0,0,7.65,0,0,0,2.18,0
1150,6.71,54.09,0,0,0,0,0,0,0,0,0,0,0,0,6.95,0,20.38,0,0,1.91,9.02,0,0,0,0.94,0
1130,7.7,53.73,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,19.7,0,0,0.18,8.98,0,0,0,1.95,0
1145,7.62,53.01,0,0,0,0,0,0,0,0,0,0,0,0,7.56,0,19.8,0,0,1.22,9.8,0,0,0,0.99,0
1140,8.41,52.8,0,0,0,0,0,0,0,0,0,0,0,0,8.02,0,19.64,0,0,0.18,9,0,0,0,1.95,0
1150,8.35,51.87,0,0.35,0.5,0.45,0,0,0,0,0.4,0,0,0,7.9,0,19.25,0,0,0.17,8.82,0,0,0,1.94,0
1200,70.32,1.77,13.35,4.15,5.28,3.8,0,0,0,0,1.22,0,0.01,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0
1265,69.51,2,13.83,2.55,7.4,3.92,0,0,0,0,0.7,0,0.01,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0
1220,70.72,1.66,13.05,4.12,5.29,3.83,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0
1250,70.49,1.05,13.11,4.12,5.99,3.33,0,0,0,0,1.81,0,0.01,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0
1230,70.1,1.48,13.33,5.13,5.01,3.72,0,0,0,0,1.12,0,0.01,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0
1210,70.03,1.65,13.4,4.1,5.84,3.44,0,0,0,0,1.45,0,0.01,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0
1220,70.52,1.87,13.29,3.88,4.85,4.24,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0
1230,69.78,1.71,13.36,5.44,4.91,3.63,0,0,0,0,1.06,0,0.01,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0
1200,71.2,1.82,11.96,4.52,5.71,2.88,0,0,0,0,1.76,0,0.02,0,0,0,0,0,0,0,0.02,0,0.11,0,0,0
1185,71.46,2.58,12.59,3.54,5.1,3.43,0,0,0,0,1.18,0,0.01,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0
1255,69.92,1.66,12.46,5.78,6.42,2.02,0,0,0,0,1.64,0,0.01,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1255,72.71,0.23,11.22,6.66,3.65,2.93,0,0,0,0,2.49,0,0.01,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0
1200,71.68,1.39,12.07,4.39,5.39,3.6,0,0,0,0,1.36,0,0.01,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0
1230,72.51,1.37,12.31,3.54,5.28,1.7,0,0,0,0,3.19,0,0.01,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0
1240,70.74,1.67,13.09,5.19,4.04,3.34,0,0,0,0,1.84,0,0.01,0,0,0,0,0,0,0,0,0,0.08,0,0,0
1240,71.56,1.17,12.87,5.06,5.18,2.06,0,0,0,0,1.97,0,0.01,0,0,0,0,0,0,0,0,0,0.12,0,0,0
1180,70.84,2.05,12.76,3.85,6.46,3.08,0,0,0,0,0.86,0,0.01,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0
1190,71.21,1.22,12.59,4.7,5.51,3.33,0,0,0,0,1.33,0,0.01,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0
1210,72.05,0.94,12.5,4.55,5.1,3.49,0,0,0,0,1.25,0,0.01,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0
1190,71.73,0.54,12.54,5.02,5.07,3.7,0,0,0,0,1.29,0,0.01,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0
945,65.72,4.61,8.82,4.78,0,0,0,14.5,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0
940,64.15,4.65,10.16,4.82,0,0,0,14.63,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0
900,63.77,6.47,8.84,4.79,0,0,0,14.55,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0
900,62.16,6.53,10.2,4.84,0,0,0,14.67,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0
880,61.9,4.65,7.61,4.81,0,0,0,16.7,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0
885,59.85,4.65,8.9,4.82,0,0,0,18.82,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0
1107,64.46,0,7.97,10.24,0.23,0,0,12.61,3.98,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0
1010,63.08,8.8,11.05,3.72,4.45,0,0,5.75,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1045,62.63,9.7,11.18,4.12,4.93,0,0,4,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
1045,60.78,9.78,9.78,3.79,5.99,7.58,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
1015,71.43,0,3.99,0,0,0,22.36,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0
1140,73.59,0,3.63,0,0,0,20.63,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0
1010,70.9,0,4.03,0,0,0,22.86,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0
1020,69.54,1.92,3.94,0,0,0,22.41,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
1005,63.51,4.38,4.46,0,0,0,25.21,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0
1233,63.13,0,11.33,15.94,6.11,0,1.67,0.02,0.07,0,0,0,0.11,0,1.14,0,0,0,0,0.48,0,0,0,0,0,0
850,71.41,4,2.5,4,4,0,0,0,12,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
990,65.8,3.1,2.76,11.93,0.86,3.04,0,0,11.78,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0
1190,71.65,0.76,12.38,4.99,5.29,3.36,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0
