Young's Modulus at RT ( GPa ),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,ZnO,SrO,PbO,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Bi2O3,TiO2,GeO2,ZrO2,CeO2,SnO2,TeO2,P2O5,Nb2O5,Ta2O5,MoO3
46.87,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,0
61.93,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,0
78.23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0
90.99,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,20,0,0,0,0
100.9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,10,0,0,0,0
62.9,64.02,9.9,12.51,0.02,0.04,0,0,13.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
61.6,64.02,9.91,12.44,0,0.02,0,0,12.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.15,0,0,0,0,0
63.2,65.8,9.51,11.82,0,0,0,0,11.52,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
62.4,65.7,10,11.8,0.02,0.04,0,0,11,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
54.6,65.7,10.6,10.7,0.02,0.05,0,0,11.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0
59,64.13,5.6,13.21,1.89,0.05,0,0,12.2,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0
58.4,63.03,5.79,13.58,1.95,0.05,0,0,12.58,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
68.1,63.96,6,12.99,2.01,0.05,0,0,12.39,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
62.6,63.22,9.89,12.39,0,0,0,0,13.39,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0
72,63.6,0.47,12.49,4.86,1.16,0,0,15.81,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
71,66.51,0.46,11.38,4.8,0.57,0,0,15.6,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,66.22,0.46,11.42,4.81,0.58,0,0,15.14,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,63.81,0.93,13.39,6.45,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
71,64.89,0,12.75,4.84,0,0,0,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
70,66.8,2.36,12.26,2.45,0,0,0,14.86,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
70,65.63,0,13.52,3.26,0,0,0,17.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0
71.44,66.2,3.66,13.44,2.38,0.04,0,0.66,13.5,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
72.28,64.39,3.69,14.33,2.37,0.05,0,1.57,13.48,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
73.96,62.54,3.66,15.26,2.38,0.04,0,2.51,13.48,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
74.17,65.2,3.58,13.89,2.41,0.04,0,2.92,11.83,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
68,77,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,77,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.1,63.18,0,10.87,16.56,5.54,0,2,0.04,0.07,0,0,0,0.1,0,1.2,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0
89.2,68.53,0,9.31,14.15,4.74,0,1.67,0.04,0.06,0,0,0,0.09,0,1.04,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0
90.5,66.97,0,10.69,14.54,2.77,0,1.19,0.03,0.06,0,1.89,0,0.1,0,1.29,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0
81.9,70.57,1.84,13.29,3.9,4.84,4.22,0,0,0,0,1.22,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
82.6,70.62,1.69,13.14,4.03,5.19,3.99,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
82.8,70.73,1.62,13.05,4.14,5.3,3.83,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0
82.1,70.57,2.06,13.16,3.82,4.87,3.9,0,0,0,0,1.54,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.06,0,0,0,0,0
82.5,69.75,1.83,13.84,2.1,6.41,2.73,0,0,0,0,3.25,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
82.1,70.81,1.84,13.29,3.62,4.87,4.21,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
84.3,69.71,1.63,13.35,5.51,5.04,3.68,0,0,0,0,0.97,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
83.2,69.96,1.72,13.41,4.97,4.97,3.41,0,0,0,0,1.41,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.13,0,0,0,0,0
83.7,69.24,1.75,14.01,4.99,5.21,3.59,0,0,0,0,1.09,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
83.4,70,1.67,13.39,4.89,5.2,3.56,0,0,0,0,1.19,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0
82.6,70.4,1.75,13.31,4.12,4.88,4.21,0,0,0,0,1.22,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
82.64,71.84,1.05,12.18,4.39,5.26,3.99,0,0,0,0,1.17,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0
81.8,72.12,0.79,11.58,4.64,5.46,3.88,0,0,0,0,1.37,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.13,0,0,0,0,0
80.9,70.54,2.72,13.29,3.49,4.55,4.18,0,0,0,0,1.1,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
83.1,70.99,1.2,11.8,5.57,5.36,3.08,0,0,0,0,1.84,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0.11,0,0,0,0,0
83,72.47,1.15,12.35,4.08,4.97,3.66,0,0,0,0,1.2,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
81.8,71.45,2.51,12.49,3.54,5.28,3.45,0,0,0,0,1.16,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
82.85,72.51,1.04,12.49,4.27,4.92,3.47,0,0,0,0,1.18,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
83.61,72.32,0.16,11.74,5.08,5.37,4.03,0,0,0,0,1.18,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
81.4,71.2,2.54,12.44,3.71,5.19,3.4,0,0,0,0,1.4,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0
83.2,70.69,1.83,12.37,4.91,5.81,2.65,0,0,0,0,1.62,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
84.3,72.92,0.17,10.9,6.97,3.32,2.34,0,0,0,0,3.27,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
83.07,71.64,0.96,12.64,4.07,5.53,3.72,0,0,0,0,1.31,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
83.5,71.24,1.12,13.35,5.33,3.47,3.47,0,0,0,0,1.94,0,0.01,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0
83.3,71.78,0.82,12.38,4.96,5.16,3.31,0,0,0,0,1.47,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0
75.57,63.58,0,16.73,0,0,0,7.41,8.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3.95,0,0,0
75.7,64.24,0,16.7,0,0,0,7.3,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3.94,0,0,0
75.77,63.61,0,16.13,0,0,0,7.54,7.76,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3.94,0,0,0
76.12,63.71,0,15.73,0,0,0,7.45,8.77,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0
75.84,63.67,0,15.65,0,0,0,7.47,8.27,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3.91,0,0,0
79.91,63.63,0,16.66,0,0,0,12.38,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,2.44,0,0,0
81,63.73,4.7,13.59,7.29,1.5,0,6.19,0,2.8,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,64.12,4.67,12.58,8.79,0,0,7.2,0,2.53,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
81,63.96,4.7,13.09,7.3,1.5,0,6.7,0,2.65,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.96,60.8,0,13.98,0,0,0,0,15.57,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73,0,0,0
62.51,60.86,0,14.03,0,0,0,0,14.59,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,0,0,0
62.1,60.9,0,14.07,0,0,0,0,13.6,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0
63.48,57.68,0,17.01,0,0,0,0,15.62,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,0,0
63.96,57.77,0,16.98,0,0,0,0,14.65,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0
63,57.61,0,17,0,0,0,0,13.71,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,0,0,0
61.41,63,0,12.06,0.01,0,0,0,13.62,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,7.48,0,0,0
60.51,65.1,0,10.06,0.01,0,0,0,13.58,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,7.44,0,0,0
61.89,64.98,0,11.1,0.01,0,0,0,13.58,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,6.48,0,0,0
62.45,62.83,0,13.09,0.02,0,0,0,13.64,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,6.55,0,0,0
62.1,62.95,0,12.09,0.02,0,0,0,14.6,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,6.49,0,0,0
60.72,63.03,0,11.08,0.01,0,0,0,14.59,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,7.49,0,0,0
63.51,62.68,0,12.96,0.01,0,0,0,14.65,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,5.81,0,0,0
64.31,62.61,0,12.93,0.96,0,0,0,13.7,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,5.88,0,0,0
63.96,62.56,0,13.94,0.01,0,0,0,14.68,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,5.86,0,0,0
64.91,62.67,0,13.94,0.01,0,0,0,14.65,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,4.83,0,0,0
76,64,0,12,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,69.32,0,0,0,0,0,19.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0
72,71.48,0,1.11,5.91,7.1,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.6,0,0,12.78,0,0,8.5,10.89,0,16.59,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,50.46,0,0,0
88.5,73.6,9.88,0.23,0,0,1.28,0,10.74,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.7,0,55,0.5,0,0,0,10,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72.6,0,55,1,0,0,0,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.7,0,55,1.5,0,0,0,10,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.2,0,55,2,0,0,0,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.2,0,55,2.5,0,0,0,10,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.5,0,55,3,0,0,0,10,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.2,0,55,3.5,0,0,0,10,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.6,0,55,4,0,0,0,10,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.25,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
44.32,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
41.08,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
41.13,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
63.7,2.08,58.33,0,0,0,0,0,29.17,0,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.9,4.17,58.33,0,0,0,0,0,29.17,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6.25,58.33,0,0,0,0,0,29.17,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64.3,8.33,58.33,0,0,0,0,0,29.17,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.2,10.42,58.33,0,0,0,0,0,29.17,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.6,12.5,58.33,0,0,0,0,0,29.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0
99.78,31.23,27.13,0,41.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,55.89,0,19.76,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,0,0,0,0,0
91,55.42,0,19.6,19.83,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0
96,55.11,0,19.49,19.72,0,0,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0
80,54.65,0,19.33,19.56,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,63,11,17,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69.6,64.16,0,11.94,5.13,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1.92,0,0,0
69,63.5,0,11.73,0.01,0,0,0,16.85,0,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1.93,0,0,0
68.7,63.43,0,12.49,0.02,0,0,0,17.16,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,2.32,0,0,0
76.81,63.6,0,15.65,0.02,0,0,6.13,10.29,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,2.46,0,0,0
76.8,59.85,0,15.97,1.65,6.52,0,0,15.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0
76.6,59.73,0,16,5.14,3.23,0,0,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0
77.2,60.08,0,15.99,5.65,2.38,0,0,14.67,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0
76,61.92,0,15.18,5.46,2.28,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0
69.2,58,0,21,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
63.91,60,4,16,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
63,59.88,4,16,0,0,0,0,15.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0,4,0,0,0
63,60,4.5,15.5,0,0,0,0,15.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
63.4,60,4.5,15.4,0,0,0,0,15.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4,0,0,0
89.1,61.61,0,9.43,13.67,12.66,0,0.98,0.2,0.39,0,0.59,0,0.16,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0
89.4,62.2,0,9.21,13.16,12.28,0,1.65,0.21,0.23,0,0.59,0,0.16,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0
89.1,61.57,0,9.37,13.6,12.56,0,1.04,0.24,0.34,0,0.74,0,0.16,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0
69.17,62.89,16.23,7.32,2.54,9.54,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0.02,0,0.15,0,0,0,0,0
69.17,61.61,16.81,8,2.94,8.39,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0.02,0,0.15,0,0,0,0,0
69.17,61.09,16.89,8.96,2.85,8.96,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0.02,0,0.16,0,0,0,0,0
69.17,60.88,16.72,7.51,2.79,10.66,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
70.09,64.3,14.39,7.5,2.61,9.78,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
67.97,62.67,16.4,7.3,3.62,7.59,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
68.41,63.24,15.77,7.35,3.62,9.65,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
94.7,61.99,0,10.61,16.76,6.46,0,2.22,0.05,0.07,0,0,0,0.1,0,1.33,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0
82.3,70.58,1.85,13.31,3.94,4.86,4.14,0,0,0,0,1.2,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
82.4,70.73,1.71,13.16,3.9,5.08,4.08,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
83.6,69.33,1.72,13.97,2.72,7.45,4.1,0,0,0,0,0.62,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
82.7,69.11,1.77,14.18,2.14,6.86,2.71,0,0,0,0,3.14,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
83.3,69.89,1.32,13.96,2.81,6.01,3.07,0,0,0,0,2.85,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
82,70.86,1.59,13.44,3.25,6.09,4.23,0,0,0,0,0.45,0,0.01,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0
83.9,69.84,1.7,13.34,5.23,5.05,3.64,0,0,0,0,1.09,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
84.7,68.95,1.8,13.98,5.68,4.74,3.4,0,0,0,0,1.33,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0
83.4,70.67,1.56,13,4.41,5.48,3.7,0,0,0,0,1.08,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0
82.7,70.39,1.84,13.43,4.09,5,4.02,0,0,0,0,1.11,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
81.8,70.76,1.83,13.19,3.83,4.65,4.24,0,0,0,0,1.39,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
82.3,70.74,1.78,13.3,3.7,4.98,4.14,0,0,0,0,1.23,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
82.3,70.37,1.98,13.11,3.72,5.2,3.86,0,0,0,0.49,1.18,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.07,0,0,0,0,0
81.3,71.29,1.95,11.52,4.29,5.5,4.43,0,0,0,0,0.89,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
81.8,71.61,1.53,11.55,4.33,5.52,4.04,0,0,0,0,1.29,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
80.9,71.28,2.59,12.57,3.07,5.7,3.49,0,0,0,0,1.17,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0
80.7,70.36,2.91,12.52,3.95,5.11,3.83,0,0,0,0,1.2,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0
84.5,72.31,0.44,12.25,5.02,4.68,2.9,0,0,0,0,2.29,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
84.1,72.68,0.45,12.46,5.08,4.77,3.16,0,0,0,0,1.3,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0,0,0
84,72.68,0.19,11.4,6.41,4.1,2.95,0,0,0,0,2.16,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
79,68,10,15,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,68.7,14.9,10,4,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,68.3,17.9,10,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
76,68,18,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.4,69,15,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.9,70,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,70,14,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,69.72,14.99,9.99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
68,70,15,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,70,15,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,68.48,14.86,9.97,3.99,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
80.6,64.4,8.5,13,7.1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83.4,64.3,7,13,9,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.7,60,14.5,13.5,5.7,1,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79.3,64.8,7.8,15.5,4.3,1.6,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.4,66.44,6.59,13.49,6.79,1,0,0,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,66,5,13,6.3,8.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.4,66.7,4.6,12.5,8,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.99,58.1,3.6,16.39,2.53,0.04,0,0,16.58,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2.63,0,0,0
67.98,61.35,3.7,15.01,2.51,0.04,0,0,14.74,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2.52,0,0,0
65.98,63.25,3.1,14.61,2.55,0.05,0,0,13.74,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2.57,0,0,0
65.62,62.38,3.06,14.63,3.03,0.05,0,0,13.73,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,3,0,0,0
70.73,67.29,2.53,12.06,3.8,0.05,0,0,14.15,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
70.06,66.22,3.62,12.72,2.85,0.05,0,0,13.07,0.96,0.4,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
69.81,66.27,3.54,12.74,2.27,0.05,0,0,14.11,0.01,0.9,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
69,67.23,3.63,12.72,2.34,0.05,0,0,13.91,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
69.55,67.05,3.99,12.56,2.05,0.03,0,0,13.55,0.01,0.65,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0
69.08,67.45,4.07,12.46,2.38,0.03,0,0,13.5,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0.08,0,0,0,0,0
59.5,60.21,1.18,4.76,1.09,22.81,0,0,2.54,1.67,5.03,0,0,0.16,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0
87.1,72.25,0,11.22,16.32,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82.4,74.69,0,11.6,4.89,8.61,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.3,71.97,0,11.47,5.67,0.72,0,10.15,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
